Field	Red Robot	Yellow Robot	Ball
	(359.84722900390625, 103.01161193847656)	(211.8665771484375, 89.62493133544922)	
	(389.1321716308594, 256.59210205078125)	(203.68374633789062, 134.30320739746094)	
	(360.8140869140625, 103.60145568847656)	(501.0653076171875, 137.14471435546875)	
	(389.7813415527344, 257.429931640625)	(404.1790771484375, 170.421630859375)	
	(361.751953125, 103.79158020019531)	(213.9134063720703, 89.37065124511719)	
	(390.596923828125, 258.58013916015625)	(204.07814025878906, 133.04507446289062)	
	(362.54248046875, 104.12539672851562)	(500.2617492675781, 136.1983642578125)	
	(391.2109375, 259.76123046875)	(405.468017578125, 170.60379028320312)	
	(363.06793212890625, 104.48388671875)	(215.57460021972656, 89.41838836669922)	
	(391.81414794921875, 260.6372375488281)	(203.81797790527344, 132.272705078125)	
	(363.8803405761719, 104.74061584472656)	(499.4608459472656, 135.315673828125)	
	(392.5970764160156, 261.76226806640625)	(406.87530517578125, 170.66566467285156)	
	(364.70220947265625, 104.85592651367188)	(215.68927001953125, 89.85957336425781)	
	(393.04937744140625, 262.95880126953125)	(203.59437561035156, 132.16458129882812)	
	(365.4562683105469, 104.98007202148438)	(498.7552490234375, 134.29379272460938)	
	(393.6617431640625, 264.16217041015625)	(408.1146545410156, 170.84857177734375)	
	(366.4029846191406, 105.109375)	(216.39010620117188, 90.30499267578125)	
	(394.2660827636719, 265.171142578125)	(204.22067260742188, 132.43267822265625)	
	(367.15509033203125, 105.28640747070312)	(498.0752868652344, 132.98526000976562)	
	(394.9795837402344, 266.17657470703125)	(409.00616455078125, 170.93771362304688)	
	(367.95013427734375, 105.41366577148438)	(216.66847229003906, 90.2229995727539)	
	(395.6729736328125, 266.97967529296875)	(204.73854064941406, 131.8609619140625)	
	(368.90362548828125, 105.43580627441406)	(497.33935546875, 132.13742065429688)	
	(396.2978515625, 267.7655334472656)	(409.87274169921875, 170.87173461914062)	
	(369.38262939453125, 105.56758880615234)	(216.72885131835938, 90.4676513671875)	
	(396.8446960449219, 268.9217529296875)	(205.41830444335938, 131.86175537109375)	
	(369.560791015625, 105.51521301269531)	(199.7008514404297, 47.869224548339844)	
	(397.38128662109375, 270.120849609375)	(496.7705078125, 131.06048583984375)	
	(369.528076171875, 105.45326232910156)	(410.5413818359375, 170.92123413085938)	
	(397.91656494140625, 270.78680419921875)	(182.63946533203125, 48.32284927368164)	
	(369.44744873046875, 105.46932983398438)	(495.77484130859375, 130.08685302734375)	
	(398.5720520019531, 271.5063171386719)	(410.9748840332031, 170.81402587890625)	
	(369.45135498046875, 105.35470581054688)	(495.3028564453125, 129.91259765625)	
	(399.2259521484375, 272.4527282714844)	(411.0604248046875, 170.85694885253906)	
	(369.6993408203125, 105.25445556640625)	(494.7667236328125, 129.06707763671875)	
	(399.76763916015625, 273.2279357910156)	(411.3031921386719, 170.73971557617188)	
	(370.42596435546875, 105.05125427246094)	(494.03997802734375, 128.1476287841797)	
	(400.5891418457031, 274.44720458984375)	(411.3858642578125, 170.6805419921875)	
	(185.7798309326172, 52.67724609375)	(493.24951171875, 127.37931823730469)	
	(185.90756225585938, 52.708187103271484)	(411.3262634277344, 170.68426513671875)	
	(186.09780883789062, 52.543582916259766)	(492.37286376953125, 126.7808609008789)	
	(186.40167236328125, 52.320552825927734)	(411.1947021484375, 170.95582580566406)	
	(211.7918243408203, 143.77581787109375)	(491.400390625, 126.49734497070312)	
	(186.5550994873047, 52.34630584716797)	(411.09820556640625, 171.18777465820312)	
	(214.3539276123047, 144.833740234375)	(489.89031982421875, 126.41673278808594)	
	(186.95838928222656, 52.037288665771484)	(411.00213623046875, 171.66354370117188)	
	(204.71775817871094, 141.9584197998047)	(488.49407958984375, 126.69084930419922)	
	(187.81793212890625, 52.12064743041992)	(410.71197509765625, 172.65481567382812)	
	(201.969970703125, 141.8887481689453)	(218.4534149169922, 90.64729309082031)	
	(187.9921112060547, 52.03071212768555)	(486.93939208984375, 126.94792175292969)	
	(202.6321258544922, 141.93899536132812)	(410.3981018066406, 173.4853057861328)	
	(188.01663208007812, 51.99794006347656)	(218.03265380859375, 90.82425689697266)	
	(228.37620544433594, 146.42788696289062)	(485.77838134765625, 126.75977325439453)	
	(187.84869384765625, 52.161170959472656)	(410.1950378417969, 173.94664001464844)	
	(236.34234619140625, 148.09458923339844)	(217.89044189453125, 91.34822082519531)	
	(188.0401153564453, 52.53295135498047)	(203.36660766601562, 128.17811584472656)	
	(226.9345703125, 149.35142517089844)	(484.37530517578125, 126.55314636230469)	
	(188.14564514160156, 52.642154693603516)	(410.061767578125, 174.44967651367188)	
	(232.4679718017578, 150.04672241210938)	(218.49664306640625, 91.9126205444336)	
	(188.6949920654297, 52.73933029174805)	(203.8870391845703, 128.07064819335938)	
	(233.85079956054688, 150.33692932128906)	(483.03857421875, 126.17923736572266)	
	(188.7589569091797, 52.96055603027344)	(410.4118347167969, 174.95249938964844)	
	(226.822265625, 150.608154296875)	(216.645263671875, 92.5309829711914)	
	(287.6083679199219, 157.71726989746094)	(204.2464141845703, 128.7150115966797)	
	(189.68746948242188, 52.81955337524414)	(482.77899169921875, 125.76609802246094)	
	(222.94970703125, 150.83766174316406)	(410.6614685058594, 174.93356323242188)	
	(286.279541015625, 158.199951171875)	(216.0924530029297, 92.63374328613281)	
	(190.7388916015625, 52.698829650878906)	(204.99864196777344, 128.951171875)	
	(220.2300567626953, 150.99757385253906)	(481.76385498046875, 125.55905151367188)	
	(273.23004150390625, 157.8953857421875)	(411.1429443359375, 175.68055725097656)	
	(191.38189697265625, 52.54130172729492)	(480.1014404296875, 125.54922485351562)	
	(219.77401733398438, 150.72991943359375)	(411.86419677734375, 176.64979553222656)	
	(269.60162353515625, 155.8161163330078)	(478.8465576171875, 125.30516052246094)	
	(192.14634704589844, 52.76595687866211)	(412.5701904296875, 177.52682495117188)	
	(219.30096435546875, 150.64430236816406)	(477.7125549316406, 125.29447937011719)	
	(193.73106384277344, 52.75797653198242)	(413.037353515625, 178.17355346679688)	
	(219.83082580566406, 150.18504333496094)	(476.8952331542969, 125.3653564453125)	
	(195.2760009765625, 52.4596061706543)	(413.31378173828125, 178.828369140625)	
	(225.61453247070312, 155.29312133789062)	(476.00830078125, 126.06809997558594)	
	(196.40475463867188, 52.5904426574707)	(413.4051513671875, 179.4300537109375)	
	(229.30532836914062, 157.76573181152344)	(475.4189453125, 126.91255187988281)	
	(196.8480987548828, 52.70155715942383)	(413.1520690917969, 179.94869995117188)	
	(229.9337921142578, 159.18215942382812)	(474.977294921875, 127.97810363769531)	
	(196.529296875, 52.80763244628906)	(412.8553466796875, 180.38992309570312)	
	(228.81544494628906, 159.8043670654297)	(474.57373046875, 129.3953399658203)	
	(291.1795959472656, 168.507568359375)	(412.7594909667969, 180.7137451171875)	
	(197.41995239257812, 52.83393478393555)	(474.46612548828125, 130.50608825683594)	
	(228.3975830078125, 160.49085998535156)	(412.61468505859375, 181.03024291992188)	
	(295.32781982421875, 169.56297302246094)	(474.4031982421875, 131.74087524414062)	
	(197.33740234375, 52.78619384765625)	(412.50836181640625, 181.43008422851562)	
	(216.59048461914062, 156.30238342285156)	(474.27081298828125, 133.076904296875)	
	(299.12420654296875, 169.9042510986328)	(412.3570861816406, 181.8011474609375)	
	(198.20361328125, 52.855899810791016)	(474.0574035644531, 134.34336853027344)	
	(220.4036102294922, 159.57606506347656)	(412.11932373046875, 182.34303283691406)	
	(285.3904113769531, 172.30372619628906)	(473.70465087890625, 135.24607849121094)	
	(198.36459350585938, 53.030941009521484)	(411.8304443359375, 182.81398010253906)	
	(222.39370727539062, 160.9547882080078)	(473.35589599609375, 135.6014862060547)	
	(289.32574462890625, 172.35061645507812)	(411.6080322265625, 183.13058471679688)	
	(207.30300903320312, 97.48230743408203)	(472.7791748046875, 135.76730346679688)	
	(608.8388671875, 149.17666625976562)	(411.3472900390625, 183.33078002929688)	
	(198.63821411132812, 52.93216323852539)	(472.00390625, 135.9522705078125)	
	(214.74217224121094, 157.20753479003906)	(411.1041259765625, 183.54685974121094)	
	(297.1229248046875, 171.1682586669922)	(471.0569763183594, 136.24368286132812)	
	(206.4589385986328, 97.02481079101562)	(410.91650390625, 183.80111694335938)	
	(608.9779052734375, 149.35592651367188)	(469.8325500488281, 136.435791015625)	
	(199.03567504882812, 52.9146614074707)	(410.66094970703125, 184.03726196289062)	
	(212.1219024658203, 156.3909454345703)	(468.52142333984375, 136.57095336914062)	
	(297.3892822265625, 170.94720458984375)	(410.45465087890625, 184.29705810546875)	
	(205.9815216064453, 96.83183288574219)	(467.3673400878906, 136.56985473632812)	
	(609.052978515625, 149.81593322753906)	(410.3395080566406, 184.46566772460938)	
	(199.58168029785156, 52.78675842285156)	(466.12371826171875, 136.60720825195312)	
	(211.1216583251953, 156.44400024414062)	(410.1858825683594, 184.57235717773438)	
	(299.9594421386719, 171.33145141601562)	(464.94842529296875, 136.48483276367188)	
	(205.4793243408203, 96.2558822631836)	(410.0213623046875, 184.698974609375)	
	(609.0292358398438, 150.5264892578125)	(463.66851806640625, 136.34671020507812)	
	(200.35385131835938, 52.94691467285156)	(409.9100036621094, 184.77484130859375)	
	(210.96939086914062, 156.73956298828125)	(462.5298767089844, 136.40643310546875)	
	(298.6839904785156, 172.9788818359375)	(409.7455749511719, 184.81845092773438)	
	(205.99383544921875, 96.0923843383789)	(461.310546875, 136.2833251953125)	
	(608.9714965820312, 151.07083129882812)	(409.5736083984375, 184.8936767578125)	
	(200.93612670898438, 52.9227409362793)	(459.91131591796875, 136.35992431640625)	
	(211.1933135986328, 157.16342163085938)	(409.3382568359375, 184.96075439453125)	
	(294.0439758300781, 174.06478881835938)	(458.69952392578125, 136.35304260253906)	
	(206.202392578125, 95.98104858398438)	(409.0614318847656, 185.06248474121094)	
	(609.3915405273438, 151.49172973632812)	(457.74200439453125, 136.21641540527344)	
	(201.0954132080078, 53.183170318603516)	(408.8238525390625, 185.02545166015625)	
	(211.31578063964844, 157.25262451171875)	(457.06854248046875, 136.18338012695312)	
	(290.3230895996094, 176.565673828125)	(408.71002197265625, 184.99594116210938)	
	(206.64735412597656, 96.61400604248047)	(456.61126708984375, 135.8957061767578)	
	(609.6835327148438, 151.99681091308594)	(408.5676574707031, 184.88525390625)	
	(201.49774169921875, 53.29273986816406)	(456.38653564453125, 135.47299194335938)	
	(211.50042724609375, 157.5279998779297)	(408.62158203125, 184.5595245361328)	
	(288.4687194824219, 176.3629150390625)	(218.0083770751953, 97.07174682617188)	
	(207.05343627929688, 96.74211120605469)	(456.1246337890625, 135.63265991210938)	
	(609.9002075195312, 152.38812255859375)	(408.6021728515625, 184.19281005859375)	
	(201.98159790039062, 53.40287399291992)	(260.0346984863281, 69.7975082397461)	
	(211.9491424560547, 157.79550170898438)	(217.73455810546875, 96.64287567138672)	
	(277.0194396972656, 177.9226837158203)	(456.06793212890625, 135.45919799804688)	
	(207.34117126464844, 97.48096466064453)	(408.55999755859375, 184.17242431640625)	
	(610.1583251953125, 153.11181640625)	(260.6748046875, 70.06307220458984)	
	(202.2637176513672, 53.273651123046875)	(216.8350372314453, 96.93997955322266)	
	(212.09129333496094, 158.40853881835938)	(456.0985107421875, 135.37063598632812)	
	(275.34637451171875, 178.4989013671875)	(408.5289001464844, 184.16921997070312)	
	(207.20834350585938, 97.57367706298828)	(261.7483215332031, 70.35479736328125)	
	(610.344970703125, 153.70806884765625)	(217.29673767089844, 96.89584350585938)	
	(202.72866821289062, 53.286346435546875)	(456.12554931640625, 135.3424072265625)	
	(212.5614776611328, 158.4800567626953)	(261.698974609375, 70.61568450927734)	
	(207.5296630859375, 97.68514251708984)	(217.7571258544922, 97.04638671875)	
	(610.3463134765625, 153.68850708007812)	(456.2030029296875, 135.3887481689453)	
	(203.09136962890625, 53.24107360839844)	(262.1489562988281, 70.59443664550781)	
	(212.78887939453125, 159.13714599609375)	(218.01019287109375, 96.86878967285156)	
	(208.70782470703125, 97.81047058105469)	(456.2301025390625, 135.24176025390625)	
	(610.5094604492188, 154.10260009765625)	(262.1609802246094, 70.61624908447266)	
	(259.4056701660156, 178.84483337402344)	(217.43621826171875, 96.93820190429688)	
	(203.94578552246094, 53.207374572753906)	(456.18463134765625, 135.18417358398438)	
	(213.0484619140625, 160.44927978515625)	(262.1281433105469, 70.5558853149414)	
	(213.8580322265625, 98.17073822021484)	(216.978759765625, 96.82841491699219)	
	(610.76806640625, 154.80857849121094)	(455.9109191894531, 135.0288848876953)	
	(207.59706115722656, 53.37867736816406)	(262.1782531738281, 70.73169708251953)	
	(213.48680114746094, 161.42088317871094)	(216.6832275390625, 97.31005859375)	
	(215.89959716796875, 98.45166015625)	(455.7288818359375, 134.94277954101562)	
	(610.905517578125, 155.5040283203125)	(262.11773681640625, 70.65969848632812)	
	(208.63551330566406, 53.58782196044922)	(216.6813507080078, 97.22936248779297)	
	(214.22215270996094, 162.30613708496094)	(455.6429443359375, 134.71420288085938)	
	(216.59454345703125, 98.81761932373047)	(262.7998352050781, 70.06097412109375)	
	(611.2244873046875, 156.1244659423828)	(217.73492431640625, 97.00328826904297)	
	(209.92140197753906, 53.829795837402344)	(262.0935363769531, 69.98443603515625)	
	(214.8444366455078, 162.34869384765625)	(219.150634765625, 97.5212631225586)	
	(217.07107543945312, 99.21757507324219)	(262.1186218261719, 70.25614166259766)	
	(611.5057373046875, 156.76470947265625)	(219.2140350341797, 97.87373352050781)	
	(209.72312927246094, 53.907875061035156)	(261.86029052734375, 70.33880615234375)	
	(215.45533752441406, 162.74656677246094)	(219.20408630371094, 97.59130096435547)	
	(216.9395751953125, 99.4273681640625)	(261.43109130859375, 70.12037658691406)	
	(612.1060791015625, 157.841064453125)	(219.20822143554688, 97.55883026123047)	
	(210.49996948242188, 54.119346618652344)	(261.0330505371094, 70.17486572265625)	
	(216.77981567382812, 99.69672393798828)	(218.61727905273438, 97.60274505615234)	
	(215.70611572265625, 162.6719207763672)	(260.88909912109375, 70.19843292236328)	
	(612.4853515625, 158.7611541748047)	(218.56092834472656, 97.81623840332031)	
	(210.76815795898438, 54.24523162841797)	(260.9397888183594, 70.12937927246094)	
	(216.3409423828125, 162.91070556640625)	(218.57699584960938, 97.87216186523438)	
	(612.746337890625, 159.50904846191406)	(253.84715270996094, 69.25869750976562)	
	(210.8839874267578, 54.369728088378906)	(218.62579345703125, 97.860595703125)	
	(216.80886840820312, 162.88888549804688)	(251.83645629882812, 68.76900482177734)	
	(613.41796875, 160.26864624023438)	(218.80130004882812, 97.810546875)	
	(211.5477294921875, 54.315635681152344)	(251.50927734375, 68.77497100830078)	
	(217.00369262695312, 162.7893829345703)	(219.9689178466797, 97.75143432617188)	
	(614.1055908203125, 161.1516876220703)	(252.24472045898438, 68.6888427734375)	
	(211.5343475341797, 54.285396575927734)	(221.00775146484375, 97.55977630615234)	
	(217.6559295654297, 163.10128784179688)	(252.2936553955078, 68.49381256103516)	
	(614.388916015625, 161.9652099609375)	(220.51559448242188, 97.44554138183594)	
	(211.61598205566406, 54.212913513183594)	(252.5758819580078, 67.8243408203125)	
	(217.78485107421875, 163.06455993652344)	(219.79364013671875, 97.52108764648438)	
	(614.3450927734375, 162.29345703125)	(251.94740295410156, 67.76595306396484)	
	(221.40428161621094, 100.11865234375)	(217.08033752441406, 97.5469741821289)	
	(211.56106567382812, 54.433502197265625)	(252.2821502685547, 67.60157012939453)	
	(218.78152465820312, 163.46502685546875)	(215.4313507080078, 97.53330993652344)	
	(615.203369140625, 162.80909729003906)	(250.88998413085938, 67.63902282714844)	
	(221.9000701904297, 100.3228530883789)	(215.23849487304688, 97.64228057861328)	
	(211.6356201171875, 54.449989318847656)	(251.10073852539062, 67.65922546386719)	
	(219.65809631347656, 163.9493408203125)	(216.33981323242188, 97.53153991699219)	
	(615.7127685546875, 163.03892517089844)	(250.75831604003906, 67.91657257080078)	
	(222.7054443359375, 100.65593719482422)	(216.62843322753906, 97.59225463867188)	
	(211.85000610351562, 54.3337287902832)	(257.5614318847656, 68.53816223144531)	
	(220.54176330566406, 164.14027404785156)	(216.4465789794922, 97.58759307861328)	
	(616.16552734375, 163.40623474121094)	(260.15301513671875, 68.62994384765625)	
